Date,Open,High,Low,Close,Volume,Adj Close,Return
2009-12-30,1.25,1.25,1.25,1.25,0.0,1.0643,
2010-01-04,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-05,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-06,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-07,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-08,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-11,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-12,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-13,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-14,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-15,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-18,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-19,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-20,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-21,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-22,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-25,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-26,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-27,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-28,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-01-29,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-01,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-02,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-03,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-04,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-05,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-08,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-09,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-10,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-11,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-12,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-15,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-16,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-17,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-18,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-19,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-22,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-23,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-24,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-25,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-02-26,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-02,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-03,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-04,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-05,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-08,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-09,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-10,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-11,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-12,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-15,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-16,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-17,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-18,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
2010-03-19,1.25,1.25,1.25,1.25,0.0,1.0643,0.0
